index,age,balance,education,job,marital,month,previous,y
0,58,2143,tertiary,management,married,may,0,no
1,44,29,secondary,technician,single,may,0,no
2,33,2,secondary,entrepreneur,married,may,0,no
3,47,1506,unknown,blue-collar,married,may,0,no
4,33,1,unknown,unknown,single,may,0,no
5,35,231,tertiary,management,married,may,0,no
6,28,447,tertiary,management,single,may,0,no
7,42,2,tertiary,entrepreneur,divorced,may,0,no
8,58,121,primary,retired,married,may,0,no
9,43,593,secondary,technician,single,may,0,no
10,41,270,secondary,admin.,divorced,may,0,no
11,29,390,secondary,admin.,single,may,0,no
12,53,6,secondary,technician,married,may,0,no
13,58,71,unknown,technician,married,may,0,no
14,57,162,secondary,services,married,may,0,no
15,51,229,primary,retired,married,may,0,no
16,45,13,unknown,admin.,single,may,0,no
17,57,52,primary,blue-collar,married,may,0,no
18,60,60,primary,retired,married,may,0,no
19,33,0,secondary,services,married,may,0,no
20,28,723,secondary,blue-collar,married,may,0,no
21,56,779,tertiary,management,married,may,0,no
22,32,23,primary,blue-collar,single,may,0,no
23,25,50,secondary,services,married,may,0,no
24,40,0,primary,retired,married,may,0,no
25,44,-372,secondary,admin.,married,may,0,no
26,39,255,tertiary,management,single,may,0,no
27,52,113,secondary,entrepreneur,married,may,0,no
28,46,-246,secondary,management,single,may,0,no
29,36,265,secondary,technician,single,may,0,no
30,57,839,secondary,technician,married,may,0,no
31,49,378,tertiary,management,married,may,0,no
32,60,39,secondary,admin.,married,may,0,no
33,59,0,secondary,blue-collar,married,may,0,no
34,51,10635,tertiary,management,married,may,0,no
35,57,63,secondary,technician,divorced,may,0,no
36,25,-7,secondary,blue-collar,married,may,0,no
37,53,-3,secondary,technician,married,may,0,no
38,36,506,secondary,admin.,divorced,may,0,no
39,37,0,secondary,admin.,single,may,0,no
40,44,2586,secondary,services,divorced,may,0,no
41,50,49,secondary,management,married,may,0,no
42,60,104,unknown,blue-collar,married,may,0,no
43,54,529,secondary,retired,married,may,0,no
44,58,96,unknown,retired,married,may,0,no
45,36,-171,primary,admin.,single,may,0,no
46,58,-364,tertiary,self-employed,married,may,0,no
47,44,0,secondary,technician,married,may,0,no
48,55,0,secondary,technician,divorced,may,0,no
49,29,0,tertiary,management,single,may,0,no
50,54,1291,secondary,blue-collar,married,may,0,no
51,48,-244,tertiary,management,divorced,may,0,no
